OBJECTID,TILENAME,DOWNLOAD_P,AVAILABLE,COMMTYPE,YEAR,NOTE,TILENUM,FIPS6,TOWNGEOID,MEETS_STD,ORIG_P,SHAPE_Length,SHAPE_Area
227,Waterford,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Waterford.zip,Y,TOWN,2022-09-02,,WATERFORD,5080,5000577125,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/WATERFORD/ORIG/VTPARCELS_WATERFORD_2017.zip,42969.5860385539,102842129.626178
228,Castleton,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Castleton.zip,Y,TOWN,2022-09-02,,CASTLETON,21015,5002111950,Y, ,42346.1446234058,109797490.890118
229,Windham,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Windham.zip,Y,TOWN,2022-09-06,,WINDHAM,25110,5002584850,Y, ,35392.7577244964,67788207.9772006
230,Chester,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Chester.zip,Y,TOWN,2022-09-06,,CHESTER,27035,5002713675,Y, ,48723.1535959133,144952850.486002
231,Wilmington,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Wilmington.zip,Y,TOWN,2022-09-06, ,WILMINGTON,25105,5002584700,Y, ,41967.2472565792,109968937.614151
232,Brandon,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Brandon.zip,Y,TOWN,2022-09-09,,BRANDON,21010,5002107750,Y, ,42808.273822208,103491845.615668
233,Colchester,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Colchester.zip,Y,TOWN,2022-09-12,,COLCHESTER,7025,5000714875,Y, ,68239.7812025459,156466204.26995
234,Orwell,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Orwell.zip,Y,TOWN,2022-09-13,,ORWELL,1070,5000153725,Y, ,47182.9344704306,128785301.7582
235,Weston,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Weston.zip,Y,TOWN,2022-09-13,,WESTON,27105,5002782000,Y, ,45573.0198397178,92106738.2657395
236,Rupert,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Rupert.zip,Y,TOWN,2022-09-13,,RUPERT,3045,5000361000,Y, ,42831.1774390743,115977183.251618
237,Starksboro,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Starksboro.zip,Y,TOWN,2022-09-20,,STARKSBORO,1095,5000170075,Y, ,51495.4924906227,117985555.473949
238,Granville,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Granville.zip,Y,TOWN,2022-09-22,,GRANVILLE,1035,5000129575,Y, ,46977.6502621286,132031155.983643
239,Hancock,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Hancock.zip,Y,TOWN,2022-09-22,,HANCOCK,1040,5000131525,Y, ,47182.6346476981,99942615.6940998
240,Royalton,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Royalton.zip,Y,TOWN,2022-09-23,,ROYALTON,27080,5002760850,Y, ,41544.5457348413,106046338.343964
241,Montpelier,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Montpelier.zip,Y,CITY,2022-09-26,,MONTPELIER,23055,5002346000,Y, ,27780.0068341212,26554069.8703779
242,Marlboro,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Marlboro.zip,Y,TOWN,2022-09-27,,MARLBORO,25055,5002543375,Y, ,41070.4692370824,105473646.911198
243,Bridport,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Bridport.zip,Y,TOWN,2022-10-04,,BRIDPORT,1010,5000108575,Y, ,44416.9383272885,119957420.112
244,Rutland Town,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Rutland Town.zip,Y,TOWN,2022-10-04,,RUTLANDTOWN,21100,5002161300,Y, ,62928.559249737,49793866.2039927
245,Waitsfield,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Waitsfield.zip,Y,TOWN,2022-10-11, ,WAITSFIELD,23080,5002375325,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/WAITSFIELD/ORIG/VTPARCELS_WAITSFIELD_2017.zip,35347.7523588854,67142073.0768026
246,Peacham,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Peacham.zip,Y,TOWN,2022-10-11, ,PEACHAM,5045,5000554400,Y, ,48153.0743596881,123601606.574932
247,Waltham,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Waltham.zip,Y,TOWN,2022-10-18,,WALTHAM,1105,5000176075,Y, ,25500.3156526751,23917472.7044009
248,Berlin,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Berlin.zip,Y,TOWN,2022-10-21,,BERLIN,23015,5002305650,Y, ,43158.4237694685,95093024.5423173
249,Glover,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Glover.zip,Y,TOWN,2022-10-25,,GLOVER,19040,5001928075,Y, ,39905.8030320315,99792938.4699498
250,Derby,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Derby.zip,Y,TOWN,2022-10-27,,DERBY,19035,5001917350,Y, ,64555.162161482,148529803.609354
251,Brunswick,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Brunswick.zip,Y,TOWN,2022-10-28,,BRUNSWICK,9025,5000910075,Y, ,45991.652676475,64872284.8847055
252,Arlington,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Arlington.zip,Y,TOWN,2022-10-28, ,ARLINGTON,3005,5000301450,Y, ,41889.1599928862,109369692.6737
253,Bolton,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Bolton.zip,Y,TOWN,2022-10-31,,BOLTON,7005,5000706550,Y, ,48743.7680355705,109193887.44035
254,Danby,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Danby.zip,Y,TOWN,2022-11-01,,DANBY,21030,5002116825,Y, ,41329.5386410386,107936081.049799
255,Montgomery,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Montgomery.zip,Y,TOWN,2022-11-07,,MONTGOMERY,11055,5001145850,Y, ,51578.4562569835,146119827.239102
256,Stamford,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Stamford.zip,Y,TOWN,2022-11-07,,STAMFORD,3065,5000369775,Y, ,40489.2821328718,102573586.726956
